DEPTH,RHOB,GR,VP,Vs,NPHI
2715.8164,2.0748,76.4732,3.351574704,5.536131168,20.419999999999998
2715.9414,2.0693,75.8602,3.343384728,5.534701656,21.23
2716.0664,2.0652,75.4746,3.337230816,5.5411786560000005,21.52
2716.1914,2.0642,75.5539,3.333524448,5.554803216,21.01
2718.1914,2.1199,79.7511,3.3372552,5.600998704,18.990000000000002
2718.3164,2.1242,82.0967,3.33484728,5.598359136,19.56
2718.4414,2.1136,82.6063,3.336880296,5.613858216000001,19.37
2720.8164,2.144,80.4239,3.367092072,5.722854696,20.9
2720.9414,2.144,80.6115,3.354433728,5.642204616000001,21.310000000000002
2721.0664,2.1363,81.8067,3.341708328,5.566102152,21.63
2721.1914,2.1275,83.476,3.328961592,5.499890448,21.85
2721.3164,2.1218,85.2748,3.316553184,5.446833912,21.95
2721.4414,2.1214,87.0709,3.3050866080000003,5.409998832,21.92
2721.5664,2.1259,88.9845,3.2953452,5.39227776,21.78
2721.6914,2.1234,91.606,3.2888682,5.400879216,21.7
2721.8164,2.103,95.7325,3.287545368,5.429054927999999,21.47
2727.3164,2.13,90.668,3.146093784,6.1592490479999995,25.11
2727.4414,2.1499,89.2498,2.931438384,5.857094712,24.279999999999998
2727.5664,2.1796,87.1377,2.78148288,5.621734248,24.310000000000002
2727.6914,2.2128,84.4654,2.7043440960000003,5.495379408,24.759999999999998
2727.8164,2.2418,81.9242,2.679957048,5.44118292,24.93
2727.9414,2.2533,80.988,2.713369224,5.433605592,24.38
2728.0664,2.2445,82.15,2.780132616,5.432950272,23.86
2728.1914,2.2239,84.782,2.855985144,5.435949504,23.419999999999998
2728.3164,2.1958,88.2212,2.926710936,5.443359192,22.869999999999997
2728.4414,2.1632,91.7375,2.98481496,5.455222008000001,21.94
2728.5664,2.1279,94.5847,3.032107728,5.46785292,20.26
2729.4414,2.1585,100.9106,3.132508848,5.451040152,17.19
2729.5664,2.1538,97.8455,3.141601032,5.4476904,17.83
2729.6914,2.1326,93.6096,3.1575603599999997,5.441454192,17.87
2730.3164,2.1362,92.9079,3.239859408,5.443246416,18.12
2730.4414,2.1495,95.9515,3.252066648,5.4315786720000006,18.83
2730.5664,2.1566,97.6937,3.261707472,5.420185248,19.31
2730.6914,2.1615,97.5715,3.26741028,5.421309959999999,19.650000000000002
2730.8164,2.1657,96.237,3.270025464,5.437732584,20.05
2730.9414,2.1642,95.1908,3.2731313760000003,5.461378968,20.5
2731.0664,2.1566,95.0331,3.279209088,5.488173936,20.75
2731.1914,2.1456,95.8498,3.289788696,5.515770528,20.599999999999998
2731.3164,2.1359,97.1834,3.30505308,5.544040728,19.939999999999998
2732.4414,2.1395,100.0188,3.279294432,5.377391328,19.189999999999998
2732.5664,2.1837,103.9435,3.247195944,5.22314424,20.24
2732.6914,2.2289,107.4705,3.213253416,5.0605334399999995,21.36
2732.8164,2.2617,108.927,3.18296544,4.91041944,22.41
2732.9414,2.2773,108.0432,3.1594745040000003,4.7890602719999995,23.24
2733.0664,2.2759,106.4093,3.1430884559999996,4.701664968,23.53
2733.1914,2.2599,105.1774,3.133840824,4.65234528,23.150000000000002
2733.3164,2.233,104.9476,3.131399376,4.642994015999999,22.14
2733.4414,2.1993,105.2791,3.135498936,4.6747572239999995,20.77
2733.5664,2.1649,104.0561,3.1458103200000003,4.743133008,19.41
2735.0664,2.1329,86.8582,3.354610512,5.48211756,19.31
2735.1914,2.1401,91.4518,3.3633277919999998,5.516553864,19.97
2735.3164,2.136,95.0916,3.3679516080000003,5.542144872,20.53
2735.4414,2.1276,97.5633,3.3691921440000003,5.558521776,21.279999999999998
2735.5664,2.1244,98.4194,3.366945768,5.565687624000001,22.11
2735.6914,2.1328,98.22,3.360441336,5.567095800000001,22.45
2735.8164,2.1487,97.8071,3.3500171759999997,5.566367328,22.33
2735.9414,2.1683,97.7059,3.336669984,5.564770176000001,22.05
2736.0664,2.1884,98.435,3.3220517760000003,5.562322632000001,21.88
2736.1914,2.207,100.459,3.30848208,5.55781464,21.93
2736.3164,2.2186,102.7163,3.298417584,5.545113624,21.95
2736.4414,2.219,103.9276,3.291410232,5.522424312,21.57
2736.5664,2.209,103.7561,3.2863414079999997,5.488067256,20.89
2736.6914,2.1914,102.1758,3.28234548,5.441621832,20.119999999999997
2736.8164,2.1712,99.5695,3.278501952,5.3840603520000005,19.5
2736.9414,2.1581,97.1153,3.273250248,5.31793704,19.27
2737.0664,2.1623,96.3491,3.2634996960000002,5.249171112,19.55
2737.1914,2.1818,97.2604,3.248851008,5.1827948159999995,20.18
2737.3164,2.212,99.363,3.2301088559999998,5.12281932,21.12
2737.4414,2.2449,101.9571,3.2090532720000002,5.073597168,22.259999999999998
2737.5664,2.2702,104.2391,3.188281152,5.039630256,23.39
2737.6914,2.276,104.9242,3.1722517199999998,5.029349352,24.07
2737.8164,2.2709,104.0846,3.162903504,5.038566504,24.21
2737.9414,2.263,102.2949,3.160465104,5.061460032,24.05
2738.0664,2.2558,100.3274,3.1645341840000003,5.093713968,23.78
2738.1914,2.2487,99.1167,3.1738549679999997,5.132307744,23.5
2738.3164,2.2348,99.8888,3.1861353599999997,5.1775979759999995,23.01
2738.4414,2.2138,103.7425,3.197114256,5.232986232,22.040000000000003
2738.5664,2.1931,109.4914,3.205237176,5.292428328,20.84
2738.6914,2.1776,115.3979,3.2106748080000003,5.34896568,19.67
2739.3164,2.1536,100.4258,3.221717712,5.4589710479999995,17.87
2739.4414,2.1597,94.1854,3.2240982000000002,5.4470046000000005,17.95
2739.5664,2.1647,89.761,3.227201064,5.421913464,18.41
2739.6914,2.163,87.9223,3.2307519840000003,5.384700432,19.189999999999998
2739.8164,2.1606,89.5488,3.2321875920000003,5.343595103999999,19.8
2739.9414,2.1674,92.9577,3.229151784,5.307430584,20.02
2740.0664,2.1865,97.1066,3.220535088,5.277800976,19.93
2740.1914,2.211,100.7418,3.2067002159999998,5.253895512000001,19.75
2740.3164,2.2269,102.6561,3.189344904,5.233266648,19.759999999999998
2740.4414,2.2154,102.2909,3.172239528,5.212909056,20.04
2740.5664,2.1888,100.84,3.1595415599999996,5.191103664,20.369999999999997
2740.6914,2.1687,99.0195,3.15225684,5.1660125279999995,20.5
2740.8164,2.1632,97.6911,3.150696264,5.135581296,20.43
2740.9414,2.175,97.5498,3.1546830480000003,5.098548096,20.31
2741.0664,2.202,98.87,3.1636106400000004,5.055108,20.349999999999998
2741.1914,2.2291,101.1978,3.177116328,5.00899176,20.599999999999998
2741.3164,2.2478,103.4852,3.192045432,4.965804648,20.810000000000002
2741.4414,2.2596,105.9325,3.206843472,4.927268784,20.849999999999998
2741.5664,2.2636,108.6863,3.220336968,4.89586524,20.7
2741.6914,2.2565,111.5733,3.23177916,4.875614327999999,20.380000000000003
2741.8164,2.2277,113.0305,3.240834768,4.877863752,19.85
2742.4414,2.1734,99.3801,3.250884024,5.073072912000001,19.99
2742.5664,2.2234,104.2096,3.24005448,5.0567904960000005,21.57
2742.6914,2.2549,109.0773,3.2213854800000004,5.022988176,22.74
2742.8164,2.2708,112.7169,3.1926824639999998,4.977426672,23.380000000000003
2742.9414,2.283,114.5448,3.15149484,4.92096552,23.64
2743.0664,2.3037,114.5215,3.0956951040000003,4.8526476480000005,23.86
2743.1914,2.3349,113.1619,3.0224943360000003,4.771092312,24.44
2743.3164,2.3599,112.4582,2.936034768,4.680892848,25.330000000000002
2743.4414,2.3775,113.4865,2.848148736,4.591818096000001,25.759999999999998
2743.5664,2.3947,115.7745,2.766401376,4.510607184,25.319999999999997
2743.6914,2.4175,117.7301,2.6971721520000003,4.442716032,24.0
2743.8164,2.4483,116.9438,2.64537444,4.391957688,22.21
2743.9414,2.4721,111.6006,2.61946644,4.364696376,21.33
2744.0664,2.4767,105.59,2.620118712,4.356634416,22.1
2744.1914,2.4613,102.2512,2.645179368,4.361166792,24.02
2744.3164,2.4343,102.5331,2.69150592,4.375446672,26.38
2744.4414,2.4078,105.6949,2.753584536,4.397620872,28.46
2744.5664,2.3955,109.0254,2.8233349679999997,4.42657992,29.599999999999998
2744.6914,2.3895,110.2697,2.8900099679999998,4.461793464,29.709999999999997
2744.8164,2.3777,110.9052,2.9488028400000004,4.500106824,29.37
2744.9414,2.359,112.076,2.997208128,4.538834712,28.76
2745.0664,2.3383,113.958,3.034110264,4.57503276,28.03
2745.1914,2.3243,115.8702,3.05975004,4.606027872,27.279999999999998
2745.3164,2.3276,116.9336,3.074779728,4.630713624,26.76
2745.4414,2.3436,116.997,3.083365944,4.654716624,26.419999999999998
2745.5664,2.3621,115.9565,3.0886237440000004,4.680258864,25.94
2745.6914,2.3765,114.0392,3.092083224,4.7073860640000005,25.259999999999998
2745.8164,2.3817,111.8436,3.094808136,4.735074096,24.42
2745.9414,2.375,110.398,3.09746904,4.76176848,23.57
2746.0664,2.3531,112.0948,3.1000293599999997,4.78311972,23.169999999999998
2746.1914,2.3291,115.7728,3.10161432,4.800984048,23.31
2746.3164,2.3117,119.8729,3.101275992,4.817129304000001,23.82
2746.4414,2.3053,122.7966,3.097901856,4.832311392,24.5
2746.5664,2.3097,123.3649,3.090242232,4.8459420479999995,25.14
2746.6914,2.3163,121.9199,3.07601112,4.855305504,25.4
2746.8164,2.3228,121.0298,3.055290816,4.860615119999999,25.61
2746.9414,2.3322,121.1779,3.031278672,4.863254688,25.88
2747.0664,2.3428,122.6316,3.0058735920000004,4.863995352,26.22
2747.1914,2.3518,125.453,2.9804746079999997,4.863407088,26.56
2747.3164,2.355,129.408,2.9561028,4.86180384,26.740000000000002
2747.4414,2.3483,133.5667,2.932310112,4.8584388480000005,26.75
2747.5664,2.3418,136.5345,2.9108735279999998,4.8540619199999995,27.38
2747.6914,2.339,137.8294,2.893152456,4.851175464,28.64
2747.8164,2.3419,137.5078,2.880046056,4.851495504000001,30.159999999999997
2747.9414,2.3502,135.9787,2.8714385040000003,4.855686504,31.369999999999997
2748.0664,2.3593,133.6432,2.865497952,4.862651184,31.44
2748.1914,2.363,130.624,2.859179448,4.869216576,30.59
2748.3164,2.3634,127.5564,2.852354976,4.873389288,29.68
2748.4414,2.3622,124.8595,2.845676808,4.874791368,29.03
2748.5664,2.361,122.8546,2.840211744,4.874215296,28.77
2748.6914,2.3611,121.6998,2.837340528,4.873694088,28.84
2748.8164,2.3636,120.7726,2.839367448,4.880049167999999,28.89
2748.9414,2.364,119.6462,2.84440884,4.893951096,28.83
2749.0664,2.361,118.6198,2.8500933600000002,4.91313216,28.689999999999998
2749.1914,2.3564,117.936,2.854461144,4.9344072,28.43
2749.3164,2.3543,117.7118,2.855948568,4.954094232,27.99
2749.4414,2.3626,117.7962,2.8535528400000003,4.9682034239999995,27.26
2749.5664,2.38,116.6492,2.84829504,4.974994368,26.39
2749.6914,2.3933,114.5406,2.843049432,4.97933472,25.430000000000003
2749.8164,2.3969,112.0507,2.838873672,4.984632144,24.43
2749.9414,2.3886,109.915,2.83657548,4.991535863999999,23.51
2750.0664,2.3693,108.9127,2.836868088,4.99774464,22.82
2750.1914,2.3438,109.9778,2.84197044,4.996818048,22.400000000000002
2750.3164,2.3191,111.8586,2.852604912,4.98908832,22.18
2750.4414,2.2976,113.4547,2.8680582720000003,4.978673304,22.15
2750.5664,2.2816,113.9675,2.887574616,4.969949927999999,22.38
2750.6914,2.2743,113.1234,2.909913408,4.967359128,22.88
2750.8164,2.2808,111.5734,2.9331696480000002,4.975262592,23.580000000000002
2750.9414,2.3009,109.8315,2.9535638160000004,4.996299888,24.3
2751.0664,2.3202,108.2233,2.970279048,5.022790056000001,24.87
2751.1914,2.3334,107.3553,2.9833976399999997,5.051230944,25.31
2751.3164,2.3359,107.5088,2.993376792,5.079485904,25.590000000000003
2751.4414,2.3248,108.6745,3.0008017199999997,5.10657348,25.66
2751.5664,2.3019,110.9087,3.005203032,5.13142992,25.490000000000002
2751.6914,2.2796,113.1056,3.005513928,5.155042776,25.319999999999997
2751.8164,2.2661,114.9262,3.001298544,5.176016064,25.290000000000003
2751.9414,2.2642,116.2291,2.992623936,5.186397552,25.36
2752.0664,2.2741,117.1364,2.9798772000000002,5.179722432,25.46
2752.1914,2.293,118.118,2.96353992,5.15456424,25.55
2752.3164,2.3159,119.4831,2.942072856,5.1166501680000005,25.480000000000004
2752.4414,2.3395,120.1054,2.91635688,5.0757947759999995,25.52
2752.5664,2.3656,119.9173,2.887861128,5.038548216000001,25.96
2752.6914,2.3947,118.792,2.858606424,5.009668415999999,26.75
2752.8164,2.4247,116.5844,2.830854384,4.991545008,27.52
2752.9414,2.4468,113.1112,2.80714704,4.982391864,27.54
2753.0664,2.4505,109.0945,2.78718264,4.960714488,26.72
2753.1914,2.4359,105.7572,2.7687026159999997,4.921233743999999,25.61
2753.3164,2.4076,103.9727,2.75027136,4.872423072,24.46
2753.4414,2.3754,104.1391,2.730986664,4.821463560000001,23.57
2753.5664,2.3534,106.0213,2.710665648,4.769614032,23.3
2753.6914,2.3707,107.6492,2.689756368,4.7040393599999994,23.93
2753.8164,2.4217,106.7429,2.6693530560000003,4.636730376,24.990000000000002
2753.9414,2.4846,103.9364,2.650470696,4.577846064,26.1
2754.0664,2.5381,100.8672,2.6344382160000004,4.526039208,26.8
2754.1914,2.563,99.6894,2.622901536,4.474092144,26.8
2754.3164,2.5434,103.0002,2.6186251919999997,4.412644464,26.25
2754.4414,2.4985,110.5576,2.624763864,4.355101272000001,26.200000000000003
2754.5664,2.4611,118.9362,2.6393698800000003,4.310347488000001,26.619999999999997
2754.6914,2.4408,126.2043,2.660373648,4.317705360000001,26.99
2754.8164,2.4356,130.7069,2.6851020720000003,4.394835,26.939999999999998
2754.9414,2.433,131.1611,2.710552872,4.530199728,26.400000000000002
2755.0664,2.4141,126.3463,2.733610992,4.706240016,25.69
2755.1914,2.3802,118.7191,2.753331552,4.8736453200000005,25.669999999999998
2755.3164,2.3392,110.8395,2.7695591040000003,5.0085193199999996,26.43
2755.4414,2.3029,104.5512,2.782110768,5.1043667280000005,27.68
2755.5664,2.2829,101.2139,2.790943872,5.16396732,28.970000000000002
2755.6914,2.2878,101.6455,2.796046224,5.1957762480000005,29.79
2755.8164,2.3155,105.156,2.797414776,5.197574568,29.720000000000002
2755.9414,2.349,109.5136,2.796070608,5.1702827760000005,29.349999999999998
2756.0664,2.3809,114.8367,2.7919954319999998,5.1197256,29.23
2756.1914,2.4052,120.985,2.785180104,5.054656896,29.630000000000003
2756.3164,2.418,127.3503,2.7757038720000002,4.985256984,30.520000000000003
2756.4414,2.418,131.9115,2.763673416,4.919907864,30.869999999999997
2756.5664,2.4123,134.2304,2.750048856,4.864132511999999,30.2
2756.6914,2.4042,134.4336,2.735174616,4.821780552,29.03
2756.8164,2.3952,132.8051,2.719489608,4.798795584,27.779999999999998
2756.9414,2.3867,129.6398,2.703902136,4.80125532,26.82
2757.0664,2.38,124.929,2.68982952,4.83577392,26.38
2757.1914,2.3808,119.7622,2.6810421360000003,4.909901280000001,26.14
2757.3164,2.386,116.3192,2.676787128,5.010823608,26.040000000000003
2757.4414,2.3921,116.1562,2.677384536,5.13040884,26.400000000000002
2757.5664,2.3939,119.6356,2.682947136,5.261469792,27.33
2757.6914,2.386,125.8433,2.693636472,5.397136272,28.689999999999998
2757.8164,2.3671,131.2924,2.710644312,5.529184775999999,29.799999999999997
2757.9414,2.3497,132.6459,2.733595752,5.636660304,30.220000000000002
2759.3164,2.468,131.6474,2.812971768,5.353043904,31.8
2759.4414,2.4574,133.5952,2.79917652,5.232285192,31.39
2759.5664,2.4447,135.5491,2.782144296,5.08872744,31.11
2759.6914,2.4344,136.5511,2.760704664,4.94417604,30.91
2759.8164,2.4331,135.53,2.734400424,4.82876352,30.72
2759.9414,2.461,132.381,2.7057339839999996,4.778078328,30.959999999999997
2760.0664,2.5023,129.0607,2.6807769599999998,4.77585024,31.680000000000003
2760.1914,2.5377,126.1264,2.6626870800000004,4.806976416,32.47
2760.3164,2.5519,124.1859,2.653841784,4.864022784,32.79
2760.4414,2.5361,123.7025,2.655951,4.9454622960000005,32.31
2760.5664,2.4934,124.779,2.670907536,5.061981240000001,31.319999999999997
2760.6914,2.4523,126.9289,2.6996684639999997,5.2166702879999995,31.15
2760.8164,2.4315,129.4434,2.73693636,5.3839536720000005,31.89
2764.9414,2.5407,127.8721,2.742142344,5.174278704000001,30.380000000000003
2765.0664,2.4921,129.0673,2.73667728,5.1489102,29.03
2765.1914,2.4493,133.0871,2.7395545919999997,5.130430176,28.26
2765.3164,2.4148,137.9347,2.753002368,5.12792472,28.02
2765.4414,2.3795,140.5267,2.7793370879999997,5.148931536,28.38
2765.5664,2.3374,137.4225,2.8168061520000003,5.188384848,28.53
2765.6914,2.2936,129.7961,2.859136776,5.232946608,28.37
2765.8164,2.2581,119.5358,2.902592112,5.273454528,28.04
2765.9414,2.2452,108.6135,2.943258528,5.300846903999999,27.589999999999996
2766.0664,2.2703,98.709,2.976969408,5.306421696,26.93
2766.1914,2.3334,90.8132,2.994724008,5.2759356,26.400000000000002
2766.3164,2.3911,84.418,2.99360844,5.21546328,26.35
2766.4414,2.4211,78.9547,2.9763354239999997,5.138418984,26.43
2766.5664,2.4161,74.0292,2.947617168,5.059155744,26.35
2766.6914,2.3801,69.6318,2.913900192,4.993587168,25.88
2766.8164,2.3293,66.7141,2.883115392,4.960900415999999,24.98
2766.9414,2.2894,66.6598,2.8640562480000002,4.985586168,23.94
2767.0664,2.2645,68.7019,2.857112904,5.05875036,23.07
2767.1914,2.2503,71.7169,2.8618373040000002,5.168667336,22.43
2767.3164,2.242,74.424,2.876562192,5.298115896,22.02
2767.4414,2.2356,75.6401,2.898538272,5.426326968,21.85
2767.5664,2.2307,74.9123,2.9224986,5.52428664,21.86
2767.6914,2.2229,73.5908,2.93938452,5.5780381199999995,22.21
2767.8164,2.2268,72.594,2.94470328,5.589382776,22.900000000000002
2767.9414,2.2513,71.7657,2.937132048,5.561621592,23.65
2768.0664,2.2966,70.7532,2.917600464,5.501249856,24.169999999999998
2768.1914,2.3491,69.3821,2.889241872,5.417643216,24.169999999999998
2768.3164,2.3766,68.1739,2.858618616,5.329738895999999,23.82
2768.4414,2.3661,68.1985,2.8343961600000003,5.258583336,23.62
2768.5664,2.3301,69.8177,2.821829256,5.213399784,23.62
2768.6914,2.2846,72.6124,2.824304232,5.1982085520000005,23.73
2768.8164,2.2457,75.6062,2.842994568,5.2120739039999995,23.76
2768.9414,2.2244,77.4286,2.875983072,5.2487108639999995,23.5
2769.0664,2.2111,76.9707,2.9137386480000003,5.292403944,23.14
2769.1914,2.207,75.4952,2.951128464,5.333609856,22.93
2769.3164,2.2221,74.0961,2.986448688,5.367201864,22.89
2769.4414,2.2613,73.6292,3.018245424,5.389513224,22.919999999999998
2769.5664,2.319,74.475,3.0444948000000003,5.39840424,22.75
2769.6914,2.3671,76.2273,3.059798808,5.389415688,22.63
2769.8164,2.3802,77.6087,3.067687032,5.374163496,22.81
2769.9414,2.3599,78.4465,3.0745572240000003,5.363678376,22.939999999999998
2770.0664,2.3173,78.6765,3.086444424,5.366080200000001,22.88
2770.1914,2.2691,78.4184,3.10793892,5.385730656000001,22.63
2770.3164,2.2322,78.2108,3.139949016,5.421343488,22.5
2770.4414,2.2088,78.3145,3.17420244,5.463104136,23.080000000000002
2770.5664,2.1934,78.3334,3.20366136,5.5039930560000005,24.16
2770.6914,2.1854,77.859,3.2244548159999997,5.538895704,25.330000000000002
2770.8164,2.1859,76.6968,3.233056272,5.5618044719999995,26.14
2770.9414,2.1977,74.9788,3.226146456,5.565879648,26.119999999999997
2771.0664,2.2166,73.7349,3.1963370159999998,5.540069184,25.27
2771.1914,2.2334,73.4433,3.1485199919999998,5.494513776,24.77
2771.3164,2.2454,73.8935,3.0887974799999998,5.440731816,24.69
2771.4414,2.251,74.8778,3.0238141200000004,5.387410104,24.94
2771.5664,2.2492,76.1187,2.960516304,5.341394448,25.3
2771.6914,2.2377,77.1845,2.905469424,5.307430584,25.380000000000003
2771.8164,2.22,77.6079,2.860849752,5.288657952,25.25
2771.9414,2.2186,77.6511,2.82281376,5.2843816079999995,25.369999999999997
2772.0664,2.2499,77.364,2.789874024,5.292736176,25.69
2772.1914,2.318,76.7637,2.761597728,5.309460552,25.95
2772.3164,2.4116,75.8392,2.738603616,5.3284892159999995,25.740000000000002
2772.4414,2.483,74.4763,2.7230984400000002,5.342741664,24.490000000000002
2772.5664,2.4864,72.8624,2.7133783680000003,5.352754344,23.119999999999997
2772.6914,2.4327,71.3523,2.709815256,5.364364176,22.42
2772.8164,2.3483,70.4507,2.715228504,5.384087784,22.78
2772.9414,2.2661,70.5617,2.733726816,5.417795616,24.12
2773.0664,2.2185,71.7761,2.771464104,5.4696908639999995,25.72
2773.1914,2.2098,73.0409,2.8312536720000003,5.534107296,26.22
2773.3164,2.2111,73.5748,2.899571544,5.597152128,25.740000000000002
2773.4414,2.2147,73.3804,2.967557184,5.6528878559999995,24.72
2773.5664,2.217,72.7609,3.027999024,5.696297472,23.65
2773.6914,2.2165,72.2573,3.07584348,5.7230863439999995,22.98
2773.8164,2.2116,72.8266,3.106878216,5.725183368000001,22.86
2773.9414,2.2017,74.1265,3.120661272,5.69639196,23.01
2774.0664,2.19,74.4924,3.118512432,5.639946048,23.06
2774.1914,2.189,73.3405,3.1018947359999998,5.5632675119999995,22.81
2774.3164,2.2145,70.8741,3.074947368,5.47705788,22.27
2774.4414,2.282,68.188,3.04519584,5.39352744,21.62
2774.5664,2.3752,67.0864,3.025844088,5.32804116,21.560000000000002
2774.6914,2.4393,67.1879,3.0170597519999998,5.276971919999999,22.31
2774.8164,2.459,67.889,3.0156454800000003,5.2403715360000005,23.59
2774.9414,2.4336,68.645,3.017224344,5.21898372,24.98
2775.0664,2.3756,69.0604,3.017263968,5.21435076,25.979999999999997
2775.1914,2.3132,69.0473,3.0120457920000003,5.231105616,26.05
2775.3164,2.2716,69.1278,3.004011264,5.268845952,25.39
2775.4414,2.2406,69.408,2.996302872,5.319738408,24.66
2775.5664,2.2158,69.9659,2.989246752,5.37854652,24.18
2775.6914,2.197,70.7865,2.982748416,5.439954576,24.08
2775.8164,2.1892,71.7217,2.976746904,5.498851080000001,24.3
2775.9414,2.1999,71.8957,2.9714951999999997,5.544942936,24.57
2776.0664,2.2172,71.4973,2.9684502480000003,5.572042704,24.68
2776.1914,2.2379,71.2548,2.969047656,5.577038376,24.65
2776.3164,2.2592,71.8392,2.9736196560000003,5.56156368,24.490000000000002
2776.4414,2.2778,73.7004,2.981193936,5.5309495680000005,24.240000000000002
2776.5664,2.2901,76.7683,2.9883110160000004,5.493620711999999,23.98
2776.6914,2.2948,79.4009,2.990737224,5.456931936,23.799999999999997
2776.8164,2.2931,81.1047,2.9899935120000003,5.422678512,23.810000000000002
2776.9414,2.2866,82.0678,2.987811144,5.39096712,24.05
2777.0664,2.278,82.573,2.985747648,5.362410408,24.42
2777.1914,2.2708,82.8794,2.98487592,5.338498848,24.73
2777.3164,2.2676,83.0098,2.98550076,5.324493287999999,24.65
2777.4414,2.265,82.6608,2.98675044,5.320348008,24.36
2777.5664,2.2635,81.5676,2.989118736,5.322487704,24.2
2777.6914,2.2646,79.8149,2.99357796,5.327523,24.22
2777.8164,2.27,77.7958,3.0011004239999997,5.332186439999999,24.34
2777.9414,2.2815,76.346,3.01250604,5.333686056,24.29
2778.0664,2.2961,76.4242,3.027270552,5.330299728,23.68
2778.1914,2.3084,77.8744,3.042842784,5.325258336,22.770000000000003
2778.3164,2.3115,80.1346,3.057488424,5.320518696000001,22.03
2778.4414,2.3019,82.2418,3.07053996,5.316553248000001,21.87
2778.5664,2.2808,83.0778,3.0822839039999996,5.31231348,22.509999999999998
2778.6914,2.2521,82.0907,3.092613576,5.3045106,23.65
2778.8164,2.2234,80.27,3.0935066399999998,5.289825336,24.48
2778.9414,2.2051,77.753,3.075246072,5.2647281040000005,24.73
2779.0664,2.2066,74.6635,3.0297546719999997,5.224829784,24.45
2779.1914,2.2335,71.2592,2.9544629760000003,5.166747096,23.84
2779.3164,2.286,68.0173,2.85535116,5.08866648,23.380000000000003
2779.4414,2.3473,65.551,2.755675464,4.996857672,23.369999999999997
2779.5664,2.387,63.5089,2.6728277759999997,4.907155032,23.16
2779.6914,2.3944,61.9148,2.61047484,4.828982976,22.52
2779.8164,2.3704,60.9594,2.568936696,4.77001332,21.490000000000002
2779.9414,2.3259,60.9699,2.54703072,4.736335968000001,20.4
2780.0664,2.2874,62.6208,2.549380728,4.737384479999999,19.96
2780.1914,2.2663,65.4397,2.576712144,4.7735307119999995,20.29
2780.3164,2.2556,67.6331,2.624340192,4.834499856,20.82
2780.4414,2.2502,68.1973,2.68752828,4.911986112,21.18
2780.5664,2.2461,66.9461,2.7607930560000002,4.997016168,21.27
2780.6914,2.242,64.744,2.83823664,5.08031496,21.3
2780.8164,2.2379,63.325,2.9169268560000003,5.154768456,21.990000000000002
2780.9414,2.2325,62.8584,2.986854072,5.216767824,22.85
2781.0664,2.2263,63.0744,3.0447721679999997,5.265069479999999,23.51
2781.1914,2.2203,63.7593,3.0890443679999997,5.299066872,23.69
2781.3164,2.216,64.726,3.119951088,5.319235488,23.28
2781.4414,2.216,65.7803,3.1391809200000003,5.326364760000001,22.39
2781.5664,2.2175,66.5698,3.1487882160000003,5.323658136,21.77
2781.6914,2.218,67.201,3.1502725920000003,5.315684568,21.89
2781.8164,2.218,67.534,3.143216472,5.304736151999999,22.8
2781.9414,2.218,67.5659,3.127424784,5.29286724,24.2
2782.0664,2.2183,67.5262,3.103223664,5.281842624,25.52
2782.1914,2.2273,68.2442,3.0709362,5.272988184,25.94
2782.3164,2.2511,69.4317,3.034524792,5.265910728,25.4
2782.4414,2.2846,70.4093,2.998296264,5.260793136,24.16
2782.5664,2.3192,70.543,2.96561256,5.25793716,22.650000000000002
2782.6914,2.3446,69.422,2.939073624,5.257720752,21.349999999999998
2782.8164,2.3488,67.1779,2.920642368,5.260869336,20.69
2782.9414,2.3266,65.1157,2.9115379920000004,5.268272928,20.830000000000002
2783.0664,2.2928,64.1215,2.910315744,5.278517256,21.55
2783.1914,2.2592,64.3923,2.916765312,5.291498688,22.46
2783.3164,2.2327,65.6686,2.9305178880000002,5.307363528000001,23.16
2783.4414,2.2144,67.284,2.950948632,5.326361712000001,23.34
2783.5664,2.2045,68.2449,2.977707024,5.3489961599999996,23.27
2783.6914,2.2044,68.3701,3.0051054959999997,5.374864536,23.39
2783.8164,2.2127,67.8018,3.02936148,5.402589144,23.580000000000002
2783.9414,2.2273,66.789,3.04786284,5.430417384,23.76
2784.0664,2.2447,65.7071,3.058969752,5.456172984,23.97
2784.1914,2.2595,65.0876,3.062069568,5.477079216,24.45
2784.3164,2.2663,65.7675,3.05936904,5.4884116800000005,25.27
2784.4414,2.2631,67.1664,3.055031736,5.491447488,25.790000000000003
2784.5664,2.2565,68.7623,3.050221992,5.4885793199999995,25.869999999999997
2784.6914,2.2528,70.126,3.045512832,5.48287956,25.56
2784.8164,2.2556,70.9205,3.041053608,5.4775882320000004,25.06
2784.9414,2.2622,70.6038,3.0370272,5.475186408,24.97
2785.0664,2.2644,69.9771,3.033464088,5.47355268,25.240000000000002
2785.1914,2.2607,69.9971,3.030388656,5.469474456,25.22
2785.3164,2.2527,70.8522,3.027892344,5.462241552,24.79
2785.4414,2.244,72.4026,3.025950768,5.453317008,24.15
2785.5664,2.239,74.281,3.02431704,5.446776,23.68
2785.6914,2.2406,75.922,3.0215860319999996,5.452533672,23.810000000000002
2785.8164,2.2429,76.9484,3.0170567040000003,5.471294112,23.95
2785.9414,2.2431,77.3836,3.011174064,5.501387016000001,23.9
2786.0664,2.2392,77.2643,3.00500796,5.539675991999999,23.84
